"Site.State","Site.County","Year","Turbine.Capacity","Turbine.Hub_Height","Turbine.Rotor_Diameter","Turbine.Swept_Area","Turbine.Total_Height","Project.Capacity","Project.Number_Turbines","Site.Latitude","Site.Longitude"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.568001","40.401791"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.631393","40.375092"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.558197","40.413994"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.546394","40.39719"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.5","80.0","40","-78.564247","40.375473"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.623299","40.374092"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.592796","40.360291"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.579498","40.384991"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.600395","40.374893"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.587296","40.389294"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.5","80.0","40","-78.59288","40.356571"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.565201","40.406593"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.633591","40.373264"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.616394","40.382492"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.370285","35.035095"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.380585","35.044594"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.358185","35.037193"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.373688","35.051094"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.371887","35.034595"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.375191","35.049294"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.382385","35.043095"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.390884","35.050995"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.38121","35.03186"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.355339","35.033531"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.367027","35.029114"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.365189","35.038197"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.354187","35.034195"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.375389","35.025696"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.360588","35.045395"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.370987","35.027596"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.348686","35.025295"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.371284","35.051395"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.373291","35.026695"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.378189","35.025795"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.39109","35.023296"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.378685","35.046494"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.388985","35.024197"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.362091","35.028996"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.360291","35.020996"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.387886","35.025394"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.353485","35.024895"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.358086","35.022095"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.36039","35.030296"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.386787","35.027794"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.356491","35.047894"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.349586","35.056793"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.39399","35.054794"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.347389","35.026096"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.38739","35.026894"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.359085","35.021496"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.361191","35.029594"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.377388","35.046894"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.39566","35.049759"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.351585","35.055496"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.388885","35.052197"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.394485","35.050095"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.357185","35.038094"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.362442","35.044006"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.359589","35.045994"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.360291","35.035496"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.37973","35.045631"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.369286","35.053295"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.357391","35.047195"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.387291","35.053795"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.381485","35.043694"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.3797","35.033554"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.391991","35.050694"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.37619","35.047295"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.382599","35.050255"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.374191","35.026196"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.364189","35.028095"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.368286","35.036194"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.358986","35.036297"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.375305","35.038174"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.39209","35.017696"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.348488","35.057297"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.356888","35.032993"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.375786","35.048294"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.367287","35.036995"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.391891","35.019196"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.381882","35.030018"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.363686","35.043694"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.357689","35.032295"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.366287","35.037796"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.373985","35.038593"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.374687","35.050495"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.380989","35.050797"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.361588","35.044796"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.34729","35.057693"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.382889","35.028595"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.376884","35.026096"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.367584","35.028294"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.358185","35.030697"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.347191","35.027393"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.36869","35.027496"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.369286","35.035694"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.370186","35.052494"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.391586","35.020596"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.362022","35.035137"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.361389","35.020676"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.364891","35.043396"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.380486","35.032696"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.393288","35.050396"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.355385","35.023594"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.372086","35.032795"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.356987","35.022694"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.384361","35.027653"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.396889","35.049496"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.372185","35.027096"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.391586","35.022095"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.389687","35.051296"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.388191","35.053097"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.379791","35.051094"
"CA","Kern County","2010","1500","80.0","77.0","4656.63","118.6","150.0","100","-118.35849","35.046696"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.257484","35.029495"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.236786","35.032696"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.228287","35.035397"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.228088","35.029594"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.246185","35.035496"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.224388","35.017796"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.25679","35.033096"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.235176","35.017097"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.222588","35.032894"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.232986","35.033695"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.257988","35.028294"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.22979","35.027393"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.245087","35.036297"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.234787","35.033295"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.225861","35.031601"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.243675","35.03709"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223885","35.010796"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.247185","35.034695"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223457","35.018707"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.22879","35.028595"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.224289","35.032394"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.230988","35.026596"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.230873","35.018757"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.248291","35.033894"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223785","35.012096"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223686","35.013393"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.22979","35.034695"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223587","35.014793"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.234406","35.00824"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.225487","35.016994"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.231384","35.034195"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.226791","35.036095"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.226891","35.030396"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223885","35.008194"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.256889","35.031895"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223885","35.009495"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.233498","35.010849"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.225288","35.036896"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.223289","35.025494"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.231987","35.017895"
"CA","Kern County","2010","3000","80.0","90.0","6361.73","125.0","150.0","50","-118.256989","35.030594"
